geneSymbol	geneLength
AKAIN1	3117
AKAP1	5340
AKAP10	4839
AKAP11	9915
AKAP12	8775
AKAP13	20280
AKAP14	1170
AKAP17A	4070
AKAP3	3672
AKAP4	3027
AKAP5	7512
AKAP6	19726
AKAP7	4593
AKAP8	4296
AKAP8L	5079
AKAP9	18210
AKIP1	2300
AKIRIN1	2688
AKIRIN2	2235
AKNA	10601
AKNAD1	5039
AKR1A1	3121
AKR1B1	3654
AKR1B10	1773
AKR1B15	3351
AKR1C1	8765
AKR1C2	6461
AKR1C3	3911
AKR1C4	1914
AKR1C8P	2335
AKR1D1	3412
AKR1E2	2417
AKR7A2	1781
AKR7A3	1215
AKT1	11162
AKT1S1	5737
AKT2	15902
AKT3	12771
AKT3-IT1	517
AKTIP	5195
AL008582.1	442
AL008626.1	775
AL008628.1	5187
AL008633.1	7219
AL008635.1	385
AL008636.1	1018
AL008638.1	473
AL008638.2	3170
AL008638.3	5182
AL008638.4	1315
AL008638.5	1298
AL008638.6	4254
AL008718.2	1313
AL008718.3	321
AL008719.1	473
AL008720.1	2516
AL008721.1	604
AL008721.2	3754
AL008723.1	562
AL008723.2	449
AL008725.1	3414
AL008726.1	569
AL008727.1	4728
AL008729.1	3115
AL008729.2	473
AL008730.1	1948
AL008733.1	469
AL009031.1	1667
AL009050.1	426
AL009176.1	4158
AL009177.1	1296
AL009178.2	2719
AL009178.3	821
AL009179.1	4516
AL009179.2	2751
AL009179.3	585
AL009181.1	1085
AL020993.1	297
AL020994.1	578
AL020994.2	1401
AL020994.3	274
AL020995.1	1680
AL020996.1	2793
AL020996.3	222
AL020997.2	184
AL020997.3	359
AL020997.4	1471
AL020997.5	935
AL020998.1	229
AL021026.1	796
AL021153.1	308
AL021154.1	456
AL021155.5	3071
AL021308.1	1833
AL021328.1	1333
AL021368.1	540
AL021368.2	5352
AL021368.3	578
AL021368.5	811
AL021391.1	545
AL021392.1	2949
AL021393.1	539
AL021395.1	2444
AL021396.1	5026
AL021408.1	746
AL021578.1	709
AL021707.1	500
AL021707.2	4445
AL021707.3	527
AL021707.4	410
AL021707.5	461
AL021707.6	491
AL021707.7	416
AL021707.8	183
AL021707.9	485
AL021807.1	565
AL021877.2	10684
AL021878.2	399
AL021917.1	711
AL021918.3	524
AL021918.4	1591
AL021918.5	2199
AL021920.1	406
AL021920.3	819
AL021937.3	687
AL021937.4	444
AL021940.1	677
AL021978.1	1224
AL022067.1	454
AL022068.1	13836
AL022069.1	1636
AL022069.3	3904
AL022097.1	806
AL022098.1	4243
AL022100.2	389
AL022151.1	6256
AL022157.1	665
AL022162.1	351
AL022170.1	2861
AL022238.2	893
AL022238.3	443
AL022310.1	690
AL022311.1	19416
AL022312.1	213
AL022313.2	372
AL022313.3	405
AL022313.4	2046
AL022314.1	464
AL022315.1	498
AL022316.1	572
AL022318.1	678
AL022318.5	2919
AL022322.1	1433
AL022322.2	20397
AL022323.1	957
AL022323.2	3000
AL022323.3	5388
AL022323.4	13120
AL022323.5	2059
AL022324.3	747
AL022326.1	1804
AL022328.1	478
AL022328.2	640
AL022328.3	679
AL022328.4	1001
AL022329.1	1853
AL022329.2	660
AL022329.3	352
AL022332.1	593
AL022334.2	484
AL022337.1	2016
AL022341.1	389
AL022341.2	1417
AL022344.1	3120
AL022345.4	790
AL022396.1	386
AL022397.1	1995
AL022476.1	2083
AL022724.2	554
AL022724.3	2534
AL022725.1	369
AL022726.1	302
AL023283.1	3847
AL023284.4	374
AL023495.1	1923
AL023553.1	365
AL023574.1	941
AL023581.1	455
AL023581.2	552
AL023583.1	1143
AL023584.1	349
AL023584.2	444
AL023653.1	326
AL023693.1	216
AL023754.1	1069
AL023754.2	315
AL023755.1	4240
AL023775.2	2096
AL023802.1	3775
AL023803.1	187
AL023803.2	638
AL023803.3	522
AL023806.1	1649
AL023806.2	263
AL023806.4	1737
AL023877.1	732
AL023881.1	301
AL023882.1	1814
AL023913.1	760
AL024474.2	501
AL024495.1	3401
AL024497.1	631
AL024497.2	317
AL024498.1	1471
AL024507.2	2574
AL024508.1	810
AL024508.2	1894
AL031005.1	723
AL031005.2	1111
AL031008.1	541
AL031055.1	631
AL031056.1	2853
AL031056.2	1217
AL031058.1	888
AL031073.2	2681
AL031118.1	2955
AL031121.2	7002
AL031121.3	2227
AL031123.1	3056
AL031123.2	3325
AL031123.4	437
AL031123.5	4461
AL031186.1	385
AL031259.1	1771
AL031275.1	418
AL031280.1	2224
AL031283.1	5178
AL031283.2	3105
AL031283.3	727
AL031289.1	471
AL031289.2	1672
AL031290.1	667
AL031291.1	742
AL031293.1	1453
AL031386.1	142
AL031428.1	666
AL031429.1	749
AL031429.2	649
AL031430.1	1039
AL031432.1	988
AL031432.3	485
AL031432.4	2190
AL031432.5	760
AL031584.3	767
AL031587.1	1055
AL031587.2	414
AL031587.3	814
AL031587.4	691
AL031590.1	4521
AL031593.1	865
AL031595.2	19071
AL031595.3	14262
AL031598.1	1773
AL031599.1	808
AL031600.1	570
AL031600.2	307
AL031600.3	1124
AL031602.2	575
AL031651.1	1438
AL031651.2	549
AL031656.1	2133
AL031658.1	6213
AL031658.2	651
AL031663.2	355
AL031663.3	1794
AL031666.1	1809
AL031666.2	2253
AL031666.3	1006
AL031667.3	655
AL031668.1	603
AL031668.2	1226
AL031670.1	669
AL031673.1	466
AL031674.1	3293
AL031676.1	1586
AL031687.1	2137
AL031705.1	682
AL031709.1	435
AL031710.1	468
AL031710.2	722
AL031714.1	4489
AL031716.1	530
AL031717.1	565
AL031722.1	220
AL031726.1	568
AL031726.2	1277
AL031727.2	207
AL031728.1	2579
AL031731.1	2094
AL031733.2	2523
AL031767.1	386
AL031767.2	583
AL031768.1	701
AL031768.2	3542
AL031770.1	851
AL031772.1	5149
AL031773.1	554
AL031775.1	887
AL031775.2	405
AL031778.1	908
AL031779.1	330
AL031846.2	3671
AL031847.1	378
AL031848.1	351
AL031848.2	837
AL031963.1	695
AL031963.2	1032
AL031963.3	850
AL031985.3	2449
AL031985.4	673
AL032819.1	379
AL032819.3	925
AL032821.1	581
AL033379.1	481
AL033380.1	1342
AL033381.1	3435
AL033381.2	732
AL033381.3	1611
AL033384.1	3227
AL033384.2	456
AL033397.1	3994
AL033397.2	1364
AL033504.1	1267
AL033519.4	1776
AL033519.5	1279
AL033523.1	15457
AL033527.2	785
AL033527.3	1196
AL033527.4	1744
AL033528.2	849
AL033530.1	2810
AL033539.1	743
AL033539.2	3196
AL033543.1	13454
AL034345.2	1213
AL034346.1	1277
AL034347.1	835
AL034348.1	8197
AL034349.1	549
AL034351.3	1477
AL034351.4	2483
AL034374.1	548
AL034376.1	1143
AL034376.2	573
AL034380.1	306
AL034397.2	1701
AL034397.3	4053
AL034405.1	1792
AL034417.2	2044
AL034417.3	1043
AL034417.4	4116
AL034422.1	1347
AL034427.1	1837
AL034428.1	1700
AL034430.1	882
AL034430.2	192
AL034546.1	3693
AL034548.1	1672
AL034548.2	629
AL034550.1	986
AL034550.2	1771
AL034550.3	1479
AL035045.1	632
AL035071.1	2131
AL035071.2	459
AL035078.1	1094
AL035078.2	326
AL035078.3	241
AL035106.1	1874
AL035250.1	593
AL035250.2	620
AL035251.1	2355
AL035252.2	5807
AL035252.3	2784
AL035252.5	1670
AL035258.1	439
AL035401.1	871
AL035404.2	304
AL035409.1	2583
AL035411.3	1791
AL035412.1	2636
AL035415.1	289
AL035416.1	767
AL035420.1	2269
AL035420.2	616
AL035420.3	321
AL035425.1	1921
AL035425.3	4996
AL035427.1	387
AL035427.2	3341
AL035443.1	736
AL035446.1	453
AL035446.2	1235
AL035447.1	1396
AL035448.1	1831
AL035454.1	433
AL035458.2	478
AL035461.2	524
AL035467.2	1959
AL035530.2	12397
AL035541.1	823
AL035587.1	1490
AL035587.2	653
AL035587.3	1333
AL035588.1	408
AL035603.1	1906
AL035604.1	1287
AL035634.1	372
AL035658.1	357
AL035661.1	1144
AL035661.2	1011
AL035665.1	1669
AL035665.2	1879
AL035670.1	5432
AL035681.1	4540
AL035691.1	595
AL035693.1	808
AL035694.1	1017
AL035696.1	2120
AL035696.3	2275
AL035696.4	2427
AL035701.1	1979
AL035706.1	683
AL049536.1	1044
AL049539.1	459
AL049541.1	642
AL049541.2	555
AL049543.1	2874
AL049548.1	385
AL049552.1	577
AL049552.2	716
AL049555.1	1933
AL049557.1	4326
AL049569.1	636
AL049569.2	385
AL049594.1	805
AL049597.2	961
AL049612.1	694
AL049629.1	648
AL049637.1	503
AL049637.2	930
AL049646.1	3235
AL049646.2	258
AL049646.3	340
AL049647.1	1789
AL049648.1	282
AL049649.1	3334
AL049651.1	719
AL049651.2	1243
AL049712.1	872
AL049747.1	852
AL049748.1	601
AL049749.1	632
AL049765.1	573
AL049775.1	4193
AL049775.2	558
AL049775.3	643
AL049779.4	3125
AL049780.1	489
AL049780.2	367
AL049794.1	774
AL049794.2	365
AL049795.1	1357
AL049795.2	667
AL049796.1	1766
AL049812.2	594
AL049812.3	417
AL049820.1	423
AL049825.1	1354
AL049828.1	14138
AL049828.2	869
AL049829.2	285
AL049830.3	2819
AL049833.1	840
AL049833.2	1274
AL049833.4	700
AL049835.1	514
AL049836.1	539
AL049836.2	513
AL049838.1	981
AL049839.3	1196
AL049840.2	1404
AL049840.3	535
AL049840.4	611
AL049840.5	811
AL049840.6	552
AL049869.2	432
AL049869.3	1234
AL049870.2	693
AL049870.3	360
AL049871.1	880
AL049874.3	868
AL050303.1	458
AL050309.1	12464
AL050320.1	446
AL050327.1	507
AL050331.2	421
AL050338.1	786
AL050338.2	2641
AL050341.2	1541
AL050343.2	1819
AL050343.3	280
AL050344.1	863
AL050349.1	401
AL050350.1	2129
AL050402.1	770
AL050402.2	856
AL050403.1	2925
AL050403.2	2623
AL050404.1	802
AL078459.1	4769
AL078581.2	340
AL078581.3	378
AL078581.4	744
AL078582.1	511
AL078582.2	732
AL078587.1	542
AL078587.2	1452
AL078590.1	479
AL078590.2	4548
AL078599.2	471
AL078600.1	1529
AL078602.1	11086
AL078604.2	2002
AL078604.4	957
AL078605.1	500
AL078612.1	150
AL078612.2	1106
AL078621.4	490
AL078622.1	3812
AL078623.1	1195
AL078644.2	752
AL078645.1	423
AL079301.1	1633
AL079303.1	2613
AL079304.1	828
AL079307.1	5982
AL079307.2	448
AL079338.1	2297
AL079343.1	1771
AL080248.1	2268
AL080250.1	9452
AL080273.1	535
AL080275.1	2556
AL080276.2	3403
AL080284.1	442
AL080312.2	630
AL080313.1	405
AL080313.2	803
AL080316.1	499
AL080317.1	1385
AL080317.2	4315
AL096677.1	814
AL096677.2	1336
AL096678.1	472
AL096701.3	2258
AL096701.4	873
AL096706.1	3509
AL096709.1	1567
AL096712.2	2197
AL096772.1	781
AL096794.1	5518
AL096799.1	381
AL096803.2	8744
AL096803.4	532
AL096814.1	688
AL096814.2	2275
AL096828.1	542
AL096828.2	1965
AL096828.3	462
AL096828.5	685
AL096828.6	632
AL096840.2	595
AL096854.1	481
AL096865.1	927
AL096869.1	559
AL096869.2	1630
AL096869.3	2628
AL096870.6	1217
AL096870.8	331
AL109610.1	431
AL109613.1	1954
AL109614.1	419
AL109615.2	26394
AL109615.3	2893
AL109615.4	4799
AL109627.1	2662
AL109628.2	3154
AL109653.3	2805
AL109659.1	651
AL109659.2	1674
AL109741.1	403
AL109761.1	454
AL109763.1	461
AL109767.1	564
AL109806.2	2249
AL109807.1	569
AL109809.5	8553
AL109810.2	1348
AL109811.1	2682
AL109811.2	870
AL109824.1	597
AL109828.1	1862
AL109829.1	977
AL109837.2	295
AL109837.3	3571
AL109838.1	3111
AL109840.2	1925
AL109910.1	1330
AL109910.2	1953
AL109914.1	146
AL109917.1	906
AL109920.1	415
AL109923.1	583
AL109924.1	934
AL109924.2	775
AL109924.4	762
AL109930.1	724
AL109933.1	327
AL109933.5	4488
AL109935.1	473
AL109936.2	650
AL109936.6	604
AL109945.1	687
AL109946.1	3947
AL109947.1	1582
AL109954.1	2290
AL109954.2	558
AL109955.1	1754
AL109955.2	1615
AL109976.1	5678
AL109984.1	405
AL110114.1	7534
AL110115.1	364
AL110115.2	325
AL110292.1	5251
AL110503.1	534
AL110504.1	889
AL110505.1	522
AL117190.2	289
AL117209.1	828
AL117327.1	2720
AL117328.2	1940
AL117329.1	33611
AL117332.1	974
AL117335.1	1607
AL117336.1	335
AL117336.2	1426
AL117339.4	7063
AL117341.1	373
AL117344.2	3835
AL117348.1	342
AL117350.1	640
AL117353.1	2154
AL117372.1	3856
AL117378.1	3017
AL117379.1	677
AL117381.1	374
AL117382.1	906
AL117382.2	403
AL118505.1	1932
AL118506.1	3082
AL118508.1	5300
AL118511.1	1944
AL118511.2	311
AL118511.3	878
AL118511.4	657
AL118516.1	670
AL118522.1	560
AL118523.1	2465
AL118556.1	502
AL118558.3	1079
AL118558.4	648
AL121574.1	419
AL121578.2	667
AL121578.3	710
AL121581.2	3775
AL121582.1	1156
AL121583.1	682
AL121584.1	519
AL121601.1	326
AL121603.2	2117
AL121612.1	482
AL121612.2	4588
AL121652.1	448
AL121655.1	308
AL121658.1	712
AL121672.1	1181
AL121672.2	867
AL121672.3	468
AL121718.1	387
AL121721.1	568
AL121748.1	781
AL121749.1	3634
AL121749.2	1350
AL121750.1	684
AL121757.1	3007
AL121757.2	3098
AL121757.3	313
AL121759.1	1110
AL121759.2	2700
AL121761.1	1648
AL121762.1	707
AL121762.2	724
AL121768.1	2544
AL121772.1	2335
AL121772.2	297
AL121772.3	674
AL121781.1	168
AL121782.1	413
AL121787.1	935
AL121790.1	738
AL121790.2	532
AL121796.1	466
AL121809.1	849
AL121809.2	341
AL121820.1	461
AL121820.2	279
AL121820.3	3016
AL121821.2	4933
AL121823.1	741
AL121827.1	3410
AL121827.2	7638
AL121829.1	376
AL121829.2	328
AL121830.1	2464
AL121832.1	1442
AL121832.2	668
AL121832.3	3700
AL121839.2	6943
AL121845.1	471
AL121845.4	306
AL121852.1	430
AL121872.1	469
AL121885.1	451
AL121885.2	819
AL121885.3	115
AL121888.1	4106
AL121888.2	672
AL121890.2	465
AL121890.3	516
AL121890.4	609
AL121890.5	304
AL121892.1	833
AL121894.1	436
AL121894.2	491
AL121894.3	3299
AL121895.1	4241
AL121895.2	447
AL121897.1	733
AL121899.1	546
AL121899.3	934
AL121899.4	715
AL121900.1	1695
AL121901.1	366
AL121902.1	459
AL121904.1	1352
AL121904.2	1512
AL121906.1	440
AL121906.2	723
AL121908.1	2248
AL121910.1	500
AL121917.1	2059
AL121917.2	390
AL121928.1	521
AL121929.1	524
AL121929.2	1432
AL121929.3	1942
AL121932.2	3912
AL121933.2	1096
AL121935.1	1749
AL121935.2	1072
AL121935.3	2058
AL121936.1	2884
AL121938.1	2308
AL121944.1	686
AL121956.1	1548
AL121956.4	581
AL121956.6	2828
AL121957.1	604
AL121970.1	929
AL121972.1	804
AL121974.1	1293
AL121977.2	1460
AL121981.1	1566
AL121985.1	4121
AL121987.1	1687
AL121987.2	1578
AL121988.1	560
AL121989.1	746
AL121990.1	723
AL121992.1	2845
AL121992.2	256
AL121992.3	346
AL121999.1	332
AL122003.2	933
AL122008.1	452
AL122008.3	1723
AL122008.4	388
AL122010.1	720
AL122014.1	3585
AL122017.1	786
AL122018.2	1140
AL122020.2	1372
AL122023.1	530
AL122034.1	497
AL122035.1	550
AL122035.2	1870
AL122058.1	1293
AL122125.1	600
AL132633.1	4532
AL132639.2	1359
AL132639.3	530
AL132642.1	835
AL132655.1	1153
AL132655.2	594
AL132655.3	1619
AL132656.2	1837
AL132656.3	1595
AL132657.1	712
AL132657.2	358
AL132671.1	308
AL132708.1	568
AL132709.7	3092
AL132709.8	533
AL132711.1	722
AL132712.1	582
AL132712.2	1681
AL132718.1	716
AL132719.1	423
AL132765.2	351
AL132775.1	1603
AL132775.2	1991
AL132780.1	1803
AL132780.2	1462
AL132796.1	479
AL132796.2	1851
AL132799.1	918
AL132800.1	3267
AL132801.1	1006
AL132819.1	208
AL132822.1	513
AL132855.1	207
AL132857.1	2073
AL132875.2	325
AL132875.3	1283
AL132981.1	701
AL132982.1	1278
AL132986.1	3097
AL132989.1	576
AL132989.2	1126
AL132990.1	1653
AL132996.1	8943
AL133153.2	303
AL133163.2	624
AL133163.3	504
AL133166.1	12384
AL133167.1	1080
AL133215.1	342
AL133215.2	977
AL133215.3	448
AL133216.1	727
AL133227.1	5580
AL133230.1	4587
AL133232.1	483
AL133240.1	580
AL133240.2	1359
AL133243.1	366
AL133243.2	1621
AL133243.3	3004
AL133244.2	2141
AL133245.1	1365
AL133247.1	646
AL133255.1	441
AL133257.1	1362
AL133259.1	2621
AL133260.2	396
AL133268.2	430
AL133268.3	577
AL133268.4	919
AL133279.1	608
AL133279.2	428
AL133279.3	2352
AL133284.1	5550
AL133297.1	404
AL133297.2	485
AL133299.1	507
AL133304.1	549
AL133304.2	886
AL133304.3	3431
AL133313.1	1863
AL133319.1	777
AL133320.2	2352
AL133325.2	2000
AL133325.3	3674
AL133329.1	478
AL133330.1	704
AL133330.2	776
AL133331.1	928
AL133334.1	691
AL133335.1	1157
AL133335.2	649
AL133338.1	1517
AL133342.1	366
AL133343.1	370
AL133343.2	469
AL133346.1	495
AL133351.1	1459
AL133351.2	484
AL133353.1	837
AL133355.1	2388
AL133367.1	4063
AL133368.2	386
AL133370.1	537
AL133371.1	764
AL133371.2	294
AL133371.3	1027
AL133372.2	1774
AL133372.3	821
AL133375.1	980
AL133383.1	1354
AL133387.1	382
AL133387.2	522
AL133390.1	1281
AL133395.1	883
AL133396.2	397
AL133405.1	821
AL133405.2	1329
AL133406.2	1198
AL133410.1	4094
AL133410.2	696
AL133415.1	706
AL133419.1	640
AL133444.1	1007
AL133445.2	527
AL133445.3	1327
AL133453.1	581
AL133456.1	577
AL133457.1	987
AL133464.1	5286
AL133465.1	512
AL133467.1	993
AL133467.2	1924
AL133467.4	725
AL133475.1	1623
AL133476.1	663
AL133477.2	654
AL133477.3	1220
AL133480.1	638
AL133481.1	511
AL133481.3	333
AL133482.1	3611
AL133485.2	392
AL133485.3	2430
AL133492.1	3955
AL133493.1	958
AL133493.2	1461
AL133499.1	608
AL133516.1	540
AL133520.1	700
AL133523.1	331
AL133538.1	1541
AL133551.1	1222
AL133553.1	353
AL133553.2	681
AL135744.1	629
AL135746.1	547
AL135784.1	1074
AL135785.1	399
AL135786.2	615
AL135787.1	302
AL135790.1	157
AL135791.1	826
AL135818.1	2086
AL135818.2	705
AL135818.3	1025
AL135838.1	1560
AL135841.1	530
AL135878.1	7923
AL135902.1	1357
AL135902.2	384
AL135905.1	1404
AL135905.2	4726
AL135908.1	826
AL135910.1	4107
AL135923.1	196
AL135923.2	1186
AL135924.2	361
AL135925.1	1701
AL135926.2	2518
AL135934.1	537
AL135936.1	998
AL135937.1	729
AL135960.1	4036
AL135978.2	2138
AL135999.1	3243
AL135999.2	1686
AL135999.3	812
AL136018.1	947
AL136038.2	283
AL136038.3	1096
AL136038.5	1457
AL136040.1	1130
AL136040.2	2739
AL136084.2	4778
AL136084.3	439
AL136090.1	366
AL136090.2	1854
AL136096.1	674
AL136097.2	333
AL136099.1	557
AL136102.1	649
AL136114.1	2742
AL136115.1	517
AL136115.2	587
AL136115.3	1873
AL136119.1	2004
AL136129.1	1818
AL136131.2	348
AL136131.3	188
AL136140.1	1822
AL136141.1	369
AL136146.2	494
AL136162.1	1078
AL136164.1	352
AL136169.1	2227
AL136171.2	16539
AL136172.1	1394
AL136181.1	1924
AL136221.1	509
AL136225.1	2454
AL136234.1	349
AL136295.17	1219
AL136295.2	747
AL136295.6	658
AL136295.7	1200
AL136298.1	928
AL136301.1	422
AL136304.1	509
AL136305.1	3543
AL136307.1	411
AL136309.2	2277
AL136309.3	1568
AL136309.4	640
AL136317.2	2254
AL136320.1	430
AL136322.1	548
AL136359.1	565
AL136360.2	581
AL136361.1	506
AL136366.1	1648
AL136368.1	401
AL136369.1	244
AL136369.2	540
AL136372.2	1406
AL136376.1	515
AL136379.1	1065
AL136418.1	975
AL136419.2	809
AL136419.3	2768
AL136439.1	1022
AL136441.1	7045
AL136442.1	1287
AL136454.1	522
AL136456.1	1595
AL136460.1	473
AL136501.1	790
AL136524.1	1486
AL136526.1	2203
AL136528.1	754
AL136528.2	351
AL136531.1	480
AL136537.1	3813
AL136961.1	1188
AL136962.1	3099
AL136964.1	2990
AL136972.1	351
AL136979.1	1207
AL136980.1	543
AL136981.3	2920
AL136982.2	234
AL136982.3	688
AL136982.7	465
AL136984.1	1893
AL136985.1	395
AL136985.2	535
AL136985.3	4739
AL136987.1	1401
AL136988.1	1029
AL136988.2	1325
AL137001.1	199
AL137001.2	756
AL137002.1	182
AL137002.2	2238
AL137003.1	698
AL137003.2	2538
AL137005.1	1251
AL137009.1	1812
AL137017.1	4224
AL137018.1	3583
AL137024.1	728
AL137025.1	3038
AL137026.1	3052
AL137026.2	841
AL137026.3	2443
AL137027.1	444
AL137060.3	2648
AL137067.3	1267
AL137071.1	243
AL137076.1	551
AL137077.2	1608
AL137078.1	404
AL137078.2	1288
AL137100.3	4598
AL137127.1	3402
AL137139.2	9480
AL137140.1	1092
AL137157.1	2299
AL137182.1	1704
AL137186.1	480
AL137186.2	3912
AL137191.1	1360
AL137220.1	661
AL137224.1	389
AL137230.1	1122
AL137244.1	865
AL137246.1	977
AL137246.2	662
AL137779.1	599
AL137779.2	448
AL137781.1	5485
AL137785.1	490
AL137786.1	4432
AL137786.2	1694
AL137786.3	1818
AL137789.1	1506
AL137789.2	556
AL137796.1	577
AL137798.1	339
AL137798.2	817
AL137800.1	855
AL137802.1	327
AL137802.2	1110
AL137804.1	576
AL137847.1	4838
AL137847.2	1514
AL137856.1	1582
AL137857.1	1077
AL138478.1	832
AL138479.2	2032
AL138686.1	315
AL138689.1	668
AL138689.2	10043
AL138690.1	2243
AL138694.1	3376
AL138701.2	3263
AL138708.1	1715
AL138716.1	1298
AL138720.1	3654
AL138724.1	1088
AL138731.1	739
AL138733.1	853
AL138733.2	804
AL138740.1	1209
AL138749.1	791
AL138756.1	7121
AL138759.1	645
AL138760.1	435
AL138762.1	1637
AL138767.1	744
AL138767.2	168
AL138767.3	495
AL138773.1	3209
AL138778.1	4050
AL138781.1	1843
AL138787.2	659
AL138789.1	960
AL138799.2	343
AL138799.4	643
AL138808.1	371
AL138812.1	471
AL138820.1	5305
AL138824.1	2811
AL138826.1	1712
AL138828.1	8029
AL138830.1	822
AL138830.2	943
AL138831.1	209
AL138831.2	490
AL138885.2	539
AL138885.3	608
AL138889.1	14585
AL138889.3	2248
AL138895.1	173
AL138899.1	1999
AL138899.3	1015
AL138900.1	399
AL138902.1	856
AL138916.1	1314
AL138916.2	2144
AL138918.1	659
AL138921.1	1282
AL138921.2	578
AL138927.1	2438
AL138930.1	635
AL138954.1	271
AL138955.1	1040
AL138957.1	342
AL138960.1	513
AL138962.1	411
AL138963.1	310
AL138963.4	588
AL138966.2	464
AL138976.2	694
AL138995.1	675
AL138997.1	619
AL138999.1	501
AL138999.2	1312
AL139002.1	1181
AL139008.2	395
AL139011.1	1374
AL139020.1	3017
AL139021.1	436
AL139021.2	399
AL139022.1	1377
AL139022.2	443
AL139023.1	508
AL139035.1	565
AL139035.2	1170
AL139039.3	1475
AL139041.1	610
AL139042.1	3433
AL139081.1	382
AL139081.2	754
AL139082.1	3433
AL139089.1	975
AL139090.1	1075
AL139095.4	500
AL139095.5	1185
AL139099.1	2469
AL139099.2	401
AL139106.1	4211
AL139118.1	446
AL139120.1	358
AL139123.1	430
AL139124.1	421
AL139130.1	5586
AL139142.1	677
AL139147.1	1156
AL139161.1	740
AL139193.1	539
AL139193.2	1954
AL139220.2	10561
AL139230.1	425
AL139231.1	581
AL139232.1	1856
AL139234.1	952
AL139237.1	513
AL139240.1	505
AL139241.1	1168
AL139243.1	1058
AL139246.1	455
AL139246.3	626
AL139246.4	514
AL139246.5	1531
AL139254.1	376
AL139254.2	1340
AL139254.3	674
AL139260.1	2004
AL139274.2	4127
AL139275.1	824
AL139275.2	539
AL139280.1	1309
AL139280.2	1364
AL139286.2	396
AL139286.3	1802
AL139287.1	386
AL139288.1	485
AL139289.1	731
AL139289.2	661
AL139289.3	557
AL139294.1	512
AL139300.2	553
AL139316.1	568
AL139317.1	196
AL139317.3	1426
AL139317.5	6878
AL139327.2	968
AL139330.1	264
AL139339.1	657
AL139339.2	657
AL139340.1	1037
AL139348.1	2208
AL139349.1	577
AL139350.1	1452
AL139351.1	320
AL139351.2	1590
AL139351.3	2858
AL139353.2	3752
AL139354.1	645
AL139379.1	2370
AL139381.1	1081
AL139383.1	6320
AL139384.1	3047
AL139384.2	3590
AL139385.1	3272
AL139390.1	690
AL139393.1	4057
AL139393.2	1287
AL139393.3	2025
AL139397.1	644
AL139398.1	1529
AL139405.1	2591
AL139407.1	1175
AL139420.1	653
AL139420.2	410
AL139423.1	7923
AL139423.2	2876
AL139424.1	797
AL139424.2	1477
AL139424.3	2381
AL139801.1	1953
AL139807.1	704
AL139811.3	598
AL139815.1	2366
AL139819.1	471
AL139823.1	1225
AL139824.1	453
AL157359.1	424
AL157359.2	784
AL157369.1	1042
AL157371.1	394
AL157371.2	480
AL157373.1	432
AL157373.2	855
AL157378.1	265
AL157385.2	2057
AL157387.1	335
AL157388.1	3105
AL157392.1	373
AL157392.2	474
AL157392.3	15012
AL157392.4	345
AL157394.1	1224
AL157394.3	4205
AL157395.1	438
AL157396.1	8444
AL157400.1	368
AL157400.2	2092
AL157400.3	3239
AL157400.4	667
AL157402.1	363
AL157402.2	416
AL157413.1	823
AL157414.1	1574
AL157414.2	377
AL157414.4	1256
AL157688.1	369
AL157700.1	1432
AL157702.2	1223
AL157703.1	616
AL157709.1	424
AL157756.1	3154
AL157762.1	415
AL157769.1	867
AL157778.1	2639
AL157786.1	3256
AL157813.1	587
AL157813.2	575
AL157817.1	790
AL157823.2	669
AL157827.2	3199
AL157829.1	2075
AL157831.2	3095
AL157831.3	664
AL157832.1	495
AL157832.2	2345
AL157834.1	2054
AL157834.2	663
AL157838.1	2502
AL157871.1	693
AL157871.2	552
AL157871.4	385
AL157871.5	533
AL157871.6	206
AL157882.1	429
AL157884.2	551
AL157886.1	3205
AL157888.1	593
AL157893.2	1412
AL157895.1	4675
AL157896.1	790
AL157902.1	1091
AL157904.1	383
AL157911.1	572
AL157912.1	548
AL157931.1	585
AL157931.2	463
AL157932.1	363
AL157935.1	2520
AL157936.1	705
AL157937.1	443
AL157938.2	3028
AL157938.3	3084
AL157938.4	733
AL157944.1	7213
AL157955.1	331
AL157996.2	1391
AL157997.1	1643
AL158011.1	2296
AL158013.1	1358
AL158038.1	1366
AL158042.1	460
AL158055.1	8790
AL158058.1	1114
AL158058.2	4968
AL158063.1	536
AL158064.1	10285
AL158065.1	1105
AL158068.2	563
AL158069.1	610
AL158070.1	906
AL158071.1	1748
AL158071.3	2933
AL158071.4	4722
AL158071.5	4125
AL158077.2	2238
AL158090.1	602
AL158136.1	2635
AL158141.1	1327
AL158147.1	75
AL158151.1	2288
AL158151.2	241
AL158151.3	696
AL158151.4	507
AL158152.1	4526
AL158154.2	465
AL158154.3	2208
AL158163.1	1649
AL158163.2	700
AL158166.1	371
AL158166.2	748
AL158167.1	1521
AL158168.1	1248
AL158175.1	3148
AL158195.1	2165
AL158196.1	434
AL158198.1	380
AL158198.2	840
AL158206.1	1965
AL158207.2	266
AL158211.1	763
AL158211.2	395
AL158211.3	239
AL158211.4	584
AL158212.1	315
AL158212.2	460
AL158212.3	4237
AL158212.5	1239
AL158214.2	2114
AL158216.1	1188
AL158800.1	2151
AL158801.2	1295
AL158801.3	363
AL158817.1	933
AL158825.2	670
AL158828.1	1210
AL158829.1	478
AL158832.1	406
AL158832.2	1613
